Course Name,Display Name,City,Zip,Type,Website,Booking Platform,Booking URL,Online Booking,Confidence,Notes
Indian River Preserve Golf Club,,Mims,,Public,https://www.indianriverpreservegolfclub.com/,teeitup,https://indian-river-preserve.book.teeitup.com,yes,high,Exact link target on the course's /book-a-tee-time/ page. | Region: Space Coast & Treasure Coast | Phone: (321) 385-2099
Sandestin Golf and Beach Resort - Baytowne Golf Club,,Miramar Beach,,Resort,https://www.baytownegolf.com,teeitup,https://the-baytowne-golf-club-at-sandestin.book.teeitup.golf/,yes,high,Exact link target on baytownegolf.com/teetimes; separate member tee time page exists | Region: Northwest FL (Panhandle) | Phone: (850) 267-8155
Sandestin Golf and Beach Resort - Burnt Pine Golf Club,,Miramar Beach,,Resort,https://www.sandestin.com/golf/burnt-pine,,,no,,Members and resort guests only; Sandestin page says 'Call for a Tee Time 850-267-6500' and offers no online tee sheet | Region: Northwest FL (Panhandle) | Phone: (850) 267-6500
Sandestin Golf and Beach Resort - Raven Golf Club,,Miramar Beach,,Resort,https://www.sandestinraven.com,teeitup,https://the-raven-golf-club-at-sandestin.book.teeitup.golf/,yes,high,Own site sandestinraven.com/teetimes/ returns 403; TeeItUp subdomain confirmed live and matches sibling Baytowne naming | Region: Northwest FL (Panhandle) | Phone: (850) 267-8155
Sandestin Golf and Beach Resort - The Links Golf Club,,Miramar Beach,,Resort,https://www.sandestinlinks.com,other:native,https://www.sandestinlinks.com/teetimes/,yes,medium,"Booking page linked from both sandestin.com and course site, but returns 403 to fetcher; sister course Baytowne uses TeeItUp (teeitup.golf) so Links likely does too | Region: Northwest FL (Panhandle) | Phone: (850) 267-8144"
"Seascape Golf, Beach & Tennis Resort",,Miramar Beach,,Resort,https://www.seascape-resort.com/resort/golf,teeitup,https://seascape-golf-beach-and-tennis-resort.book.teeitup.com/,yes,high,9-hole course; 18-hole play directed to sister course Emerald Bay | Region: Northwest FL (Panhandle) | Phone: (800) 874-9106
The Golf Garden of Destin,,Miramar Beach,,Public,,,,no,low,"No official website located; WebSearch quota exhausted so could not confirm. Walk-up par-3/range facility, no online booking found | Region: Northwest FL (Panhandle)"
Jefferson Country Club,,Monticello,,Semi-Private,https://jeffersoncountryclubflorida.com,,,no,,Official site has no booking link; tee times by phone or contact form only | Region: Northwest FL (Panhandle) | Phone: (850) 997-5484
Country Club of Mount Dora,,Mount Dora,,Semi-Private,https://ccofmtdora.com,golfback,https://golfback.com/#/course/23cb5c65-23f0-4449-8ce7-7f311fc97912,yes,high,'Book a Tee Time' target on the club's own site. | Region: Central FL (Orlando) | Phone: (352) 735-4059
Mount Dora Golf Club,,Mount Dora,,Semi-Private,https://www.mountdoragolf.com,,,no,,"Homepage renders without links; all subpages return 403 to bots. Needs recheck. | Region: Central FL (Orlando) | Phone: (352) 383-3954 | Research 2026-07-29: Chronogolf page is directory-only, flagged no-online-booking; no own sheet"
Imperial Lakes Golf & Country Club,,Mulberry,,Semi-Private,,,,unknown,,No website on record; session search quota exhausted before it could be located. Not researched. | Region: Central FL (Orlando) | Phone: (863) 425-1153 | Research 2026-07-29: Domain is NXDOMAIN and the directory listing 404s
Arrowhead Golf Course,,Naples,,Public,,,,yes,medium,"Candidate site blocks robots; same-name CA course rejected | Region: Southwest FL | Phone: (239) 596-1000 | Research 2026-07-29: Semi-private open to public at Heritage Greens, Naples; engine not captured"
Cypress Woods Golf & Country Club,,Naples,,Semi-Private,https://www.cypresswoodsgolf.com,other:chelsea,https://cypresswoods.chelseareservations.com/,yes,high,Booking link on club site; Naples address confirmed | Region: Southwest FL | Phone: (239) 592-7860
Eagle Lakes Golf Club,,Naples,,Public,https://www.eaglelakesgolfclub.net,other:native,https://www.eaglelakesgolfclub.net/tee-times,yes,high,Book button is JS-only; platform unconfirmed | Region: Southwest FL | Phone: (239) 732-0034 | Research 2026-07-29: Daily-fee club with own-site Book a Tee Time page; engine JS-injected
Hibiscus Golf Club,,Naples,,Semi-Private,https://www.hibiscusgolf.com,teeitup,https://hibiscus-golf-club.book.teeitup.com/,yes,high,Booking portal linked from club tee-times page | Region: Southwest FL | Phone: (239) 774-0088
High Point Country Club,,Naples,,Semi-Private,,,,no,,"highpointcountryclub.com parked for sale; no live site | Region: Southwest FL | Research 2026-07-29: 9-hole par-3, semi-private open to the public; no online booking"
Lely Resort Golf & Country Club - Flamingo Island Course,,Naples,,Resort,https://www.lelyresortgolf.com,other:native,https://www.lelyresortgolf.com/naples-golf-tee-times,yes,medium,"Tee-times page from sitemap; JS-rendered, widget unconfirmed | Region: Southwest FL | Phone: (239) 793-2223"
Lely Resort Golf & Country Club - Mustang Course,,Naples,,Resort,https://www.lelyresortgolf.com,other:native,https://www.lelyresortgolf.com/naples-golf-tee-times,yes,medium,"Tee-times page from sitemap; JS-rendered, widget unconfirmed | Region: Southwest FL | Phone: (239) 793-2223"
Naples Grande Golf Club,,Naples,,Resort,https://www.cavugolfclub.com,,,no,,"Now CAVU Golf Club; private, members only | Region: Southwest FL | Phone: (239) 659-3700"
Riviera Golf Club,,Naples,,Closed,http://www.rivieragolf.com,teeitup,https://riviera-golf-club.book.teeitup.com/,yes,medium,"TeeItUp slug live; site JS-only, link unconfirmed | Region: Southwest FL | 2026-08-19 dark-course audit: CLOSED. GolfPass: closed for business 03/2023; 94-acre Naples site tied up in redevelopment litigation."
Silver Lakes RV Resort & Golf Club,,Naples,,Resort,https://www.silverlakesrvresort.com,,,no,low,Resort site shows no online golf booking | Region: Southwest FL | Phone: (239) 775-2575
The Links of Naples,,Naples,,Public,https://www.linksofnaples.com,teeitup,https://the-links-of-naples.book.teeitup.com/,yes,high,Linked from linksofnaples.com/request_tt/ | Region: Southwest FL | Phone: (239) 417-1313
The Rookery at Marco,,Naples,,Resort,,rguest,https://book.rguest.com/onecart/golf/courses/2261/jw-marriott-marco-island-golf-resort,yes,medium,"TeeItUp slug live; course site SSL cert broken | Region: Southwest FL | 2026-08-19 dark-course audit: left TeeItUp for rguest. Bookings now go to the resort-wide JW Marriott Marco Island Golf Resort rGuest account. Peak 1,608. Yelp flags the old listing closed - worth one check."
Tiburon Golf Club - Black Course,,Naples,,Resort,https://tiburonnaples.com,ezlinks,https://tiburon.ezlinks.com,yes,high,Exact booking link on tiburonnaples.com; both courses | Region: Southwest FL | Phone: (239) 593-2200
Tiburon Golf Club - Gold Course,,Naples,,Resort,https://tiburonnaples.com,ezlinks,https://tiburon.ezlinks.com,yes,high,Exact booking link on tiburonnaples.com; both courses | Region: Southwest FL | Phone: (239) 593-2200
Valencia Golf & Country Club,,Naples,,Public,https://www.valenciagolfandcountryclub.com,clubcaddie,https://apimanager-cc20.clubcaddie.com/webapi/view/dafdabab,yes,high,Club Caddie link on club site; 1725 Double Eagle Trail | Region: Southwest FL | Phone: (239) 352-0777
The Club at Hidden Creek,,Navarre,,Semi-Private,https://www.theclubathiddencreek.com,teequest,https://teetimes.teequest.com/92,yes,high,Own /TeeTimes page 302-redirects here; tee sheet loaded | Region: Northwest FL (Panhandle) | Phone: (850) 939-4604
Seven Springs Golf & Country Club - Champion Course,,New Port Richey,,Semi-Private,https://sevenspringsclub.com,golfback,https://golfback.com/#/course/3fe2faf0-9cef-419c-857e-d874176f77b1,yes,high,"Exact booking link target on sevenspringsclub.com; course=5782 selects the Champion course (kept, not a stale session param). | Region: Tampa Bay | Phone: (727) 376-0039 | 2026-08-19 dark-course audit: left TeeItUp for golfback. GreatLIFE Golf Management moved to GOLFBACK portfolio-wide. Live sheet for both courses on 19 Aug. Peak 165."
Seven Springs Golf & Country Club - Executive Course,,New Port Richey,,Semi-Private,https://sevenspringsclub.com,golfback,https://golfback.com/#/course/3fe2faf0-9cef-419c-857e-d874176f77b1,yes,high,"Same TeeItUp engine as the Champion course; base URL given because the executive (Little Course) course ID was not exposed on the club site - user selects the course in the engine. | Region: Tampa Bay | Phone: (727) 376-0039 | 2026-08-19 dark-course audit: left TeeItUp for golfback. Same GOLFBACK portal, listed as 'The Little Course'. Aerified 10 Aug, reduced pricing, not closed. Peak 225."
Summertree Golf Club,,New Port Richey,,Public,http://www.golfsummertree.com,,,no,,golfsummertree.com states 'Call our Pro Shop for available tee times'; no online booking offered. | Region: Tampa Bay | Phone: (727) 856-0771
Timber Greens Golf & Country Club,,New Port Richey,,Semi-Private,,,,no,medium,"TeeItUp slug timber-greens-country-club loads a live 'Tee Times' booking SPA (timber-greens-golf-club and timber-greens-golf-country-club both return 'subdomain does not exist'). No official website found - every domain guess (timbergreensgolf.com, timbergreenscc.com, timbergreensgolfclub.com, playtimbergreens.com, timbergreensgolfandcountryclub.com) failed DNS, so city/state identity could not be independently confirmed. | Region: Tampa Bay | Phone: (727) 372-8633 | 2026-08-19 dark-course audit: phone / walk-on only, no online booking. timbergreens.net/golf: open to the public, 'Please call: 727-372-0789 for tee times'."
Hidden Lakes Golf Course,,New Smyrna Beach,,Public,https://www.hiddenlakesgolfclub.com/,teesnap,https://hiddenlakesgc.teesnap.net/,yes,high,"Loaded Teesnap booking app branded 'Hidden Lakes Golf Club, 35 Fairgreen Ave, New Smyrna Beach FL' (tee times showed a temporary maintenance message). | Region: Space Coast & Treasure Coast | Phone: (386) 427-4138"
New Smyrna Golf Club,,New Smyrna Beach,,Municipal,https://www.newsmyrnagolfclub.com/,teeitup,https://new-smyrna-golf-club.book.teeitup.com/,yes,high,Course site embeds enroll.teeitup.golf scripts; this subdomain returns the real TeeItUp booking SPA (title 'Tee Times') rather than the 'Booking Engine Not Found' error other slugs give. Course at 1000 Wayne Ave. Phone updated from (386) 424-2190 to the number on the club's contact page. | Region: Space Coast & Treasure Coast | Phone: (386) 410-2693
The Club at Venetian Bay,,New Smyrna Beach,,Semi-Private,https://venetianbaygolf.com/,foreup,https://foreupsoftware.com/index.php/booking/22932#/teetimes,yes,high,"Exact booking link target on venetianbaygolf.com. 63 Airport Rd, New Smyrna Beach. | Region: Space Coast & Treasure Coast | Phone: (386) 424-5775"
The Preserve at Turnbull Bay,,New Smyrna Beach,,Semi-Private,https://www.thepreserveatturnbull.com/,teesnap,https://turnbullbay.teesnap.net/,yes,high,"Loaded Teesnap booking app branded 'The Preserve at Turnbull Bay', New Smyrna Beach. | Region: Space Coast & Treasure Coast | Phone: (386) 427-8727"
Bluewater Bay Resort - Bay Course,,Niceville,,Semi-Private,https://www.bwbresorts.com,teeitup,https://bluewater-bay-golf-resort.book.teeitup.com/,yes,high,One portal covers both Bay and Marsh courses | Region: Northwest FL (Panhandle) | Phone: (850) 897-3241
Bluewater Bay Resort - Marsh Course,,Niceville,,Semi-Private,https://www.bwbresorts.com,teeitup,https://bluewater-bay-golf-resort.book.teeitup.com/,yes,high,One portal covers both Bay and Marsh courses | Region: Northwest FL (Panhandle) | Phone: (850) 897-3241
Eglin Golf Course,,Niceville,,Military,,,,no,low,No reachable official site (eglinlifeready.com / eglingolfcourse.com do not resolve); WebSearch quota exhausted | Region: Northwest FL (Panhandle) | Phone: (850) 882-2948
Rocky Bayou Country Club,,Niceville,,Semi-Private,https://www.rockybayoucc.com,foreup,https://foreupsoftware.com/index.php/booking/22056#/teetimes,yes,medium,Site lists both a ForeUp 'Book a Tee Time' link and Club Caddie portals (clubid 103412); foreupsoftware.com blocks fetchers so engine not directly confirmed | Region: Northwest FL (Panhandle) | Phone: (850) 678-3270
Calusa Lakes Golf Club,,Nokomis,,Semi-Private,http://www.golfinvenice.com,,,yes,medium,No website resolved; TeeItUp slug invalid | Region: Southwest FL | Research 2026-07-29: Own multi-course site says call the pro shop or book online; engine not captured
Sorrento Par 3 Golf Course,,Nokomis,,Public,,,,no,,No website resolved | Region: Southwest FL | Research 2026-07-29: Public and open; no online booking presence
Del Tura Golf & Country Club,,North Fort Myers,,Semi-Private,,,,no,,"No website resolved; TeeItUp slug invalid | Region: Southwest FL | Research 2026-07-29: 27-hole semi-private, open; no online booking found"
El Rio Golf Club,,North Fort Myers,,Semi-Private,,,,yes,medium,"elriogolfclub.com is a parked domain for sale | Region: Southwest FL | Research 2026-07-29: Semi-private open to the public, North Fort Myers; engine not captured"
Herons Glen Golf & Country Club,,North Fort Myers,,Semi-Private,https://www.heronsglen.com,,,no,,"Site renders JS-only; no booking link extractable | Region: Southwest FL | Research 2026-07-29: Open to the public; site JS-only, no online sheet found"
Magnolia Landing Golf & Country Club,,North Fort Myers,,Semi-Private,,teeitup,https://magnolia-landing.book.teeitup.com/,yes,medium,TeeItUp slug live; identity unconfirmed | Region: Southwest FL
Sabal Springs Golf & Racquet Club,,North Fort Myers,,Semi-Private,,,,no,,"No website resolved; TeeItUp slug invalid | Region: Southwest FL | Research 2026-07-29: Semi-private executive, open year-round; no online booking"
Greynolds Golf Course,,North Miami Beach,,Municipal,https://www.greynoldsgolf.com/,ezlinks,https://greynoldsgc.ezlinksgolf.com/,yes,high,Miami-Dade County EZLinks portal | Region: Southeast FL | Phone: (305) 949-1741
North Palm Beach Country Club,,North Palm Beach,,Municipal,https://www.village-npb.org/666/Golf-Course,chronogolf,https://www.chronogolf.com/club/north-palm-beach-country-club,yes,high,Village page says book online; link not exposed | Region: Southeast FL | Phone: (561) 691-3433 | Research 2026-07-29: village-npb.org says book online; chronogolf club page live with the Nicklaus tee set
Charlotte Harbor National Golf Club,,North Port,,Closed,,,,no,,No website resolved; TeeItUp slug invalid | Region: Southwest FL | Research 2026-07-29: Closed for business in 2021; land planned for residential
Heron Creek Golf & Country Club,,North Port,,Semi-Private,https://www.heroncreekgcc.com,other:bailey,http://hercreek.baileyreservations.com/,yes,high,Exact link on heroncreekgcc.com; host SSL cert mismatch | Region: Southwest FL | Phone: (941) 240-5100
Baseline Golf Course,,Ocala,,Public,https://baselinegolfcourse.com,,,no,,"Official site states no tee times required, walk-in play; call for inquiries | Region: North Central FL | Phone: (352) 245-4414"
Candler Hills Golf Club,,Ocala,,Semi-Private,https://candlerhillsgolfclub.com,,,no,,"No official site confirmed; candlerhillsgolf.com returned no usable content, TeeItUp subdomain absent | Region: North Central FL | Phone: (352) 861-9712 | Research 2026-07-29: Own site: book by calling the pro shop; the only On Top of the World course open to daily public play"
Country Club at Silver Springs Shores,,Ocala,,Semi-Private,https://www.countryclubatsilverspringsshores.com,teeitup,https://country-club-at-silver-springs-shores.book.teeitup.com/,yes,high,18-hole course in Silver Springs Shores; open to public play. | Region: North Central FL | Phone: (352) 687-2828
Lake Diamond Golf & Country Club,,Ocala,,Semi-Private,https://www.lakediamondgolfcountryclub.com,teeitup,https://lake-diamond-golf-and-cc.book-v2.teeitup.golf,yes,high,Own site bot-blocked (403) on every path; GolfNow facility ID not discoverable without search | Region: North Central FL | Phone: (352) 687-1000 | Research 2026-07-29: Own site's Book A Tee Time page embeds this widget; open for public play
Ocala Golf Club,,Ocala,,Municipal,https://www.ocalagolfclub.com,teeitup,https://ocala-golf-club.book.teeitup.com/,yes,high,City of Ocala municipal 18-hole course ('Muni'). | Region: North Central FL | Phone: (352) 401-6917
Ocala National Golf Club at Golden Hills,,Ocala,,Semi-Private,https://www.ocalanational.com,quick18,https://ghgcc.quick18.com/,yes,high,Exact link target on ocalanational.com; Quick18 blocks direct fetch via robots.txt | Region: North Central FL | Phone: (352) 629-7980
Ocala Palms Golf Club,,Ocala,,Semi-Private,https://www.ocalapalmsgolf.com,,,no,,"Official site lists phone booking only, no online engine | Region: North Central FL | Phone: (352) 732-4653"
Rolling Greens Executive Golf Course,,Ocala,,Semi-Private,https://covecommunities.com/55-mh-communities/florida/rolling-greens-village,,,no,,No official site confirmed; TeeItUp subdomain absent; web tools exhausted before confirming | Region: North Central FL | Phone: (352) 624-0511 | Research 2026-07-29: Semi-private open to the public; pro shop phone only
Royal Oaks Golf Club,,Ocala,,Semi-Private,https://royaloaksgolfclub.com,,,no,,Not researched - session web-search and web-fetch quotas exhausted; no website on file to fetch directly | Region: North Central FL | Phone: (352) 861-1818 | Research 2026-07-29: Own site shows pro-shop details and no booking link
Stone Creek Golf Club,,Ocala,,Semi-Private,,,,no,,"Not researched - session web-search and web-fetch quotas exhausted; no website on file to fetch directly | Region: North Central FL | Phone: (352) 854-1272 | Research 2026-07-29: Listed public; no official site located, online status unconfirmed"
SummerGlen Golf Club,,Ocala,,Semi-Private,https://www.summerglengc.com,teeitup,https://summerglen-country-club.book.teeitup.com/teetimes,yes,high,Exact link target from course site /tee-times page | Region: North Central FL | Phone: (352) 307-1766
Trilogy Golf Club at Ocala Preserve,,Ocala,,Semi-Private,https://www.mytrilogylife.com/ocala/golf/,,,no,,Site says call the golf shop to reserve; no online engine | Region: North Central FL | Phone: (352) 402-3176
Forest Lake Golf Club of Ocoee,,Ocoee,,Public,https://www.forestlakegolf.com,teesnap,https://forestlakegolf.teesnap.net/,yes,high,'Book a Tee Time' target on the club's own site. | Region: Central FL (Orlando) | Phone: (407) 654-4653
Silver Dollar Golf & Trap Club,,Odessa,,Public,https://www.silverdollargolf.com,other:native,https://www.silverdollargolf.com/book-now/,yes,high,"Exact 'book tee times online' link target found on silverdollargolf.com/rates; the /book-now/ page itself returns 403 to bots. A live TeeItUp engine also exists at silver-dollar-golf-club.book.teeitup.com but could not be tied to this Odessa FL course, so the on-site booking page is listed instead. Rates page confirms Odessa, FL 33556. | Region: Tampa Bay | Phone: (813) 920-3884"
The Eagles Golf Club - Forest Course,,Odessa,,Public,https://eaglesgolf.com,other:courserev,https://theeaglesgolfclub.bookings.courserev.ai/,yes,high,Exact public-player booking link target on eaglesgolf.com; loads a real CourseRev.AI booking SPA. Passholders use a separate Chronogolf portal (chronogolf.com/club/the-eagles-golf-club). Forest and Lakes share one booking engine. | Region: Tampa Bay | Phone: (813) 920-6681
The Eagles Golf Club - Lakes Course,,Odessa,,Public,https://eaglesgolf.com,other:courserev,https://theeaglesgolfclub.bookings.courserev.ai/,yes,high,Exact public-player booking link target on eaglesgolf.com; loads a real CourseRev.AI booking SPA. Passholders use a separate Chronogolf portal. Forest and Lakes share one booking engine. | Region: Tampa Bay | Phone: (813) 920-6681
Blue Cypress Golf & RV Resort,,Okeechobee,,Resort,,,,no,,"bluecypressgolf.com is a different course (Blue Cypress Golf Club, Jacksonville FL) - rejected on identity. No Okeechobee-specific domain found; WebSearch unavailable. | Region: Space Coast & Treasure Coast | Research 2026-07-29: 9-hole resort course, public play, phone reservations"
Blue Heron Golf Club,,Okeechobee,,Semi-Private,,,,no,,"blueherongolfclub.com resolves but serves no readable content and cannot be tied to Okeechobee FL (same name exists in other states). blueherongolfclub.net does not resolve. Identity unconfirmed, so no URL recorded. | Region: Space Coast & Treasure Coast | Research 2026-07-29: 18-hole public, Okeechobee; no online booking"
KOA Fairways Golf Course,,Okeechobee,,Resort,https://koa.com/campgrounds/okeechobee/,,,no,,Okeechobee KOA resort page confirms a 9-hole course with driving range; states 'tee times are required' and directs golfers to call the resort. No online booking system offered. | Region: Space Coast & Treasure Coast | Phone: (863) 763-0231
Oak Leaf Golf Course,,Okeechobee,,Semi-Private,,,,no,,No official domain found (oakleafgolfcourse.com does not resolve). WebSearch unavailable and OSM/Nominatim/Overpass lookups are robots-blocked. | Region: Space Coast & Treasure Coast | Research 2026-07-29: Open public course; pro-shop booking only
Eagle Landing Golf Club,,Orange Park,,Semi-Private,https://www.eaglelandingonline.com,golfwithaccess,https://troon.com/course/eagle-landing-golf-club/reserve-tee-time,yes,high,Exact link target on course's own site; troon.com robots-blocked for direct fetch. | Troon-managed; the troon.com reserve page fronts the Golf With Access widget (course uuid needs probe) | Region: Northeast FL (Jacksonville) | Phone: (904) 291-5600
Arnold Palmer's Bay Hill Club & Lodge,,Orlando,,Resort,https://www.bayhill.com,,,no,,Site self-describes as a private golf club; no public tee sheet. Only online booking is Lodge rooms (windsurfercrs.com). Golf arranged via membership or a Lodge stay by phone. | Region: Central FL (Orlando) | Phone: (407) 876-2429
Dubsdread Golf Course,,Orlando,,Municipal,https://www.historicaldubsdread.com,teeitup,https://dubsdread.book.teeitup.com/,yes,high,Link target on the course's /book-a-tee-time/ page (GA query params stripped). | Region: Central FL (Orlando) | Phone: (407) 434-0919
Eagle Creek Golf Club,,Orlando,,Semi-Private,https://www.eaglecreekorlando.com,teeitup,https://eagle-creek-golf-club-fl.book.teeitup.com/,yes,high,'Book a Tee Time' target on the club's own site. | Region: Central FL (Orlando) | Phone: (407) 273-4653
Eastwood Golf Club,,Orlando,,Public,,,,unknown,,No website on record; session search quota exhausted before it could be located. Not researched. | Region: Central FL (Orlando) | Phone: (407) 281-4653 | Research 2026-07-29: Domain now redirects to a for-sale page; a same-named directory entry resolves to Rochester MN
Grand Cypress Golf Club - The Cypress Course,,Orlando,,Resort,https://evermoreresort.com/golf,rguest,https://book.rguest.com/onecart/golf/courses/2135/evermoreresort,yes,high,Exact link target of both 'Book Tee Times' buttons on evermoreresort.com/golf/book-tee-times; single rGuest cart serves both Cypress and Links - course is chosen inside the engine. | Region: Central FL (Orlando) | Phone: (407) 239-1904
Grand Cypress Golf Club - The Links Course,,Orlando,,Resort,https://evermoreresort.com/golf,rguest,https://book.rguest.com/onecart/golf/courses/2135/evermoreresort,yes,high,Same rGuest booking cart as the Cypress Course; exact link target on evermoreresort.com/golf/book-tee-times. Course selected within the engine. | Region: Central FL (Orlando) | Phone: (407) 239-1904
Hawk's Landing Golf Club,,Orlando,,Resort,https://www.golfhawkslanding.com,rguest,https://book.rguest.com/onecart/golf/courses/2260/hawks-landing-golf-club?id=367,yes,high,"Exact 'Book A Tee Time' link target on golfhawkslanding.com; stale date param stripped, facility id=367 retained. | Region: Central FL (Orlando) | Phone: (407) 238-8660"
Marriott's Grande Vista Golf Club,,Orlando,,Resort,,,,unknown,,"No standalone site found - grandevistagolf.com returns 403 and marriottgolf.com fails TLS. Ruled out TeeItUp (marriotts-grande-vista slug returns 'Booking Engine Not Found'). Likely Marriott Golf rGuest like sister property Hawk's Landing, but course ID could not be confirmed without search. | Region: Central FL (Orlando) | Phone: (407) 238-7677 | Research 2026-07-29: Site 403s to bots and the operator site serves a mismatched certificate"
MetroWest Golf Club,,Orlando,,Public,https://www.metrowestgolf.com,teeitup,https://metrowest-golf-club.play.teeitup.com/,yes,high,Exact link target on metrowestgolf.com/tee-times/. Parallel host metrowest-golf-club.book.teeitup.com also serves a live booking SPA. | Region: Central FL (Orlando) | Phone: (407) 299-1099
North Shore Golf Club,,Orlando,,Semi-Private,,,,unknown,,"No live website: golfnorthshore.com is parked. A north-shore-golf-club.book.teeitup.com tenant does exist, but 'North Shore Golf Club' is a very common name (WI, OR, NC, OH) and the SPA renders no city text, so identity could not be tied to Orlando - deliberately left null rather than risk an out-of-state course. Operating status also unconfirmed. | Region: Central FL (Orlando) | Phone: (407) 277-9277 | Research 2026-07-29: The obvious domains belong to other North Shore clubs; nothing ties a candidate portal to Orlando"
Rio Pinar Golf,,Orlando,,Semi-Private,https://www.riopinargolf.com,,,unknown,,"riopinargolf.com resolves to a JavaScript-only shell (no server-rendered content, links, or phone), so no booking link could be extracted. Ruled out TeeItUp (rio-pinar-golf slug invalid), Chronogolf (404) and Teesnap (riopinar.teesnap.net does not exist). | Region: Central FL (Orlando) | Phone: (407) 286-6920 | Research 2026-07-29: Site is a JavaScript-only shell with no server-rendered content"
Shingle Creek Golf Club,,Orlando,,Resort,https://www.shinglecreekgolf.com,teeitup,https://shingle-creek-golf-club.book.teeitup.com/,yes,high,Exact 'Book a Tee Time' link target on shinglecreekgolf.com; URL fetched and returns a live TeeItUp booking SPA. | Region: Central FL (Orlando) | Phone: (407) 996-1559
Stoneybrook East Golf Club,,Orlando,,Semi-Private,https://golfatstoneybrook.com,teeitup,https://stoneybrook-east.play.teeitup.golf/,yes,high,Exact booking link target on golfatstoneybrook.com/teetimes. Credit card required to guarantee the reservation. | Region: Central FL (Orlando) | Phone: (407) 384-6888
"The Ritz-Carlton Golf Club, Orlando, Grande Lakes",,Orlando,,Resort,https://www.grandelakes.com/things-to-do/golf,rguest,https://book.rguest.com/onecart/golf/courses/2282/the-ritz-carlton-golf-club-grande-lakes-orlando,yes,high,"Exact 'Reserve Tee Time' link target on the Grande Lakes golf page. Website corrected: grandelakes.com/golf now 404s, live path is /things-to-do/golf. | Region: Central FL (Orlando) | Phone: (407) 393-4900"
Ventura Country Club,,Orlando,,Semi-Private,,,,unknown,,"venturacountryclub.com 302-redirects to a GoDaddy 'for sale' page and venturacc.com serves a mismatched TLS certificate, so no official site exists to confirm a booking engine. Not resolvable without search. | Region: Central FL (Orlando) | Phone: (407) 277-2640 | Research 2026-07-29: One domain redirects to a for-sale page, the other serves a mismatched certificate"
Waldorf Astoria Golf Club,,Orlando,,Resort,https://www.waldorfastoriagolfclub.com,teeitup,https://waldorf-astoria-golf-club.book.teeitup.com/,yes,high,"Fetched URL returns a live TeeItUp booking SPA (invalid slugs return 'Booking Engine Not Found'). The club's own site blocked fetching (robots.txt timeout), but 'Waldorf Astoria Golf Club' is a globally unique name - the Bonnet Creek/Orlando course. | Region: Central FL (Orlando) | Phone: (407) 597-5500"
Wedgefield Golf Club,,Orlando,,Semi-Private,,teeitup,https://wedgefield-golf-club.book.teeitup.com/,yes,medium,"Slug serves a live TeeItUp booking SPA, but identity is not confirmed: wedgefieldgolf.com is a parked/redirect page and wedgefieldgolfclub.com is unreachable, so no course-site link target exists. Small risk this tenant is the Wedgefield course in Georgetown SC rather than Orlando FL. Confirm by phone before publishing. | Region: Central FL (Orlando) | Phone: (407) 568-2116"
Halifax Plantation Golf Club,,Ormond Beach,,Semi-Private,https://www.halifaxplantationgc.com,other:native,https://www.halifaxplantationgc.com/online-tee-times/,yes,high,"halifaxplantationgolf.com resolves but every fetch fails at TLS handshake (TLSV1_ALERT_INTERNAL_ERROR), and CORS proxies timed out - site never loaded, so the website value is DNS-confirmed only, not content-confirmed. halifaxplantation.com is the residential community site with no golf content. No TeeItUp or Teesnap subdomain exists for tried slugs. | Region: Space Coast & Treasure Coast | Phone: (386) 676-9600 | Research 2026-07-29: Own-site booking page (GolfNow Business widget); our old domain was dead"
Riviera Country Club,,Ormond Beach,,Semi-Private,,,,no,,"Confirmed course exists at 500 Calle Grande St, Ormond Beach FL (TeeOff directory), but TeeOff has only a stub details page (no booking). No official domain found; rivieragolfclub.com is parked, rivieraccfl.com / rivieraccormondbeach.com / rivieragolfclubormondbeach.com do not resolve. WebSearch unavailable. | Region: Space Coast & Treasure Coast | Phone: (386) 677-2464 | Research 2026-07-29: Active facility, Ormond Beach; no site or online sheet located"
Cypress Point Golf Club & RV Resort,,Osteen,,Public,,,,no,,"Listed on TeeOff as 'Cypress Point RV Golf Club', 650 Osteen Maytown Rd, Osteen FL, details-page only (no online booking). No official domain resolved (cypresspointgolfrv.com, cypresspointrvresort.com, cypresspointgolfandrv.com, cypresspointgolfclubrvresort.com all NXDOMAIN). | Region: Space Coast & Treasure Coast | Phone: (407) 323-0760 | Research 2026-07-29: 9-hole public, Osteen; directory entry only"
Twin Rivers Golf Club,,Oviedo,,Semi-Private,https://www.twinriversgolf.com,teeitup,https://twin-rivers-golf-club.book.teeitup.com/,yes,medium,"Homepage confirms Twin Rivers Golf Club, Oviedo FL and public play, but the 'Book a Tee Time' button target is JS-injected and every subpath (/tee-times, /rates, /sitemap.xml) returns 403. The TeeItUp slug is a live tenant but the SPA shows no city, so the match to Oviedo is inferred, not proven. | Region: Central FL (Orlando) | Phone: (407) 366-1211"
Stonebrook Golf Club,,Pace,,Public,https://stonebrook-golf.com,clubprophet,https://stonebrookfl.cps.golf/,yes,high,CPS Online Reservation V4 loaded | Region: Northwest FL (Panhandle) | Phone: (850) 994-7171
